course_number,course_title
SLAVIC 100R,"Research in Russian, East European and Eurasian Studies"
SLAVIC 130,The Culture of Medieval Rus'
SLAVIC 131,"Literature, Art, and Society in 20th-Century Russia"
SLAVIC 132,"Dostoevsky, Tolstoy, and the English Novel"
SLAVIC 133,The Novel in Russia and the West
SLAVIC 134A,Gogol
SLAVIC 134C,Dostoevsky
SLAVIC 134D,Tolstoy
SLAVIC 134E,Chekhov
SLAVIC 134F,Nabokov
SLAVIC 134G,Tolstoy and Dostoevsky
SLAVIC C137,Introduction to Slavic Linguistics
SLAVIC 138,Topics in Russian and Soviet Film
SLAVIC C139,Language Spread
SLAVIC 140,The Performing Arts in Russia and Eastern Europe
SLAVIC 147A,East Slavic Folklore
SLAVIC 147B,Balkan Folklore
SLAVIC 148,Topics in Russian Cultural History
SLAVIC 150,Polish Literature and Intellectual Trends
SLAVIC 151,Readings in Polish Literature
SLAVIC 158,Topics in East European/Eurasian Cultural History
SLAVIC 170,Survey of Yugoslav Literatures
SLAVIC 171,Readings in Yugoslav Literatures
SLAVIC 172,Topics in Serbian/Croatian
SLAVIC 181,Readings in Russian Literature
SLAVIC 182,Pushkin
SLAVIC 190,"Russian Culture Taught in Russian: Country, Identity, and Language"
SLAVIC H195,Honors Seminar
SLAVIC 198,Supervised Group Study for Undergraduates
SLAVIC 199,Supervised Independent Study and Research
SLAVIC 200,Graduate Colloquium
SLAVIC 210,Old Church Slavic
SLAVIC 214,Medieval Orthodox Slavic Texts
SLAVIC 220,Comparative Slavic Linguistics
SLAVIC 222,Descriptive Grammar of Slavic Languages
SLAVIC 223,Advanced Structure of Slavic Languages: Grammatical Analysis and Theory
SLAVIC 230,Historical Grammar of Slavic Languages
SLAVIC 231,History of Slavic Literary Languages
SLAVIC 234,South Slavic Linguistics
SLAVIC 239,Twentieth-Century Slavic Literary Theory
SLAVIC 242,Eighteenth-Century Russian Literature
SLAVIC 245A,Russian Sentimentalism and Romanticism (1790s-1840s)
SLAVIC 245B,Russian Realism (1840s-1900)
SLAVIC 246A,Russian Modernism (1890s-1920s)
SLAVIC 246B,Contemporary Russian Literature (1920-present)
SLAVIC 248,Topics in Russian Cultural History
SLAVIC 256,Topics in Slavic Folklore
SLAVIC 258,"Languages, Peoples, and Cultures of the Greater Slavic World"
SLAVIC 280,Studies in Slavic Literature and Linguistics
SLAVIC 281,Proseminar: Aims and Methods of Literary Scholarship
SLAVIC 282,Proseminar: Aims and Methods of Linguistic Scholarship
SLAVIC 285,Eastern Christianity: History and Thought
SLAVIC 287,Russian Poetry
SLAVIC 298,Special Study for Graduate Students
SLAVIC 299,Directed Research
SLAVIC 301,Issues in Slavic Pedagogy
SLAVIC 310,Internship in the Teaching of Literature/Linguistics
SLAVIC 375A,Teaching Methods for Slavic Languages
SLAVIC 375B,Teaching Methods of Reading and Composition
SLAVIC 601,Individual Study for Master's Students
SLAVIC 602,Individual Study for Doctoral Students
SOC WEL 10,An Introduction to American Social Welfare in World Context
SOC WEL 20,Confronting America's Social Problems
SOC WEL 24,Freshman Seminar
SOC WEL 97,Field Studies in Social Welfare
SOC WEL 98,Group Study in Social Welfare
SOC WEL 98BC,Berkeley Connect in Social Welfare
SOC WEL 105,Introduction to Child Welfare in California and the U.S.
SOC WEL 107,"Foundations, Philanthropy, and the Social Services: Grant Writing for Program Development"
SOC WEL 110,Social Work As a Profession
SOC WEL 112,Social Welfare Policy
SOC WEL 114,Practice in Social Work
SOC WEL 116,Current Topics in Social Welfare
SOC WEL 116H,Homelessness in America
SOC WEL 148,Substance Abuse Treatment
SOC WEL 150AC,"Race, Ethnic Relations, and Social Welfare in the United States"
SOC WEL 150L,Sexuality and Social Work
SOC WEL 151,Social Work with an Asian American Perspective
SOC WEL 152,Current Perspectives on Aging
SOC WEL 155,Finding Individual Donors for Human Service Agencies
SOC WEL 181,Social Science and Crime Prevention Policy
SOC WEL 185AC,Prison
SOC WEL C185,Prison
SOC WEL 186,Domestic Violence
SOC WEL H195,Senior Honors Course
SOC WEL 197,Field Studies in Social Welfare
SOC WEL 198,Group Study for Advanced Undergraduates
SOC WEL 198BC,Berkeley Connect in Social Welfare
SOC WEL 199,Supervised Independent Study and Research
SOC WEL 200,Theories for Multilevel Practice
SOC WEL 205,Psychosocial Problems and Psychopathology
SOC WEL 210A,Stress and Coping in Adulthood
SOC WEL 210B,Infant Development
SOC WEL 210C,Aging Processes
SOC WEL 210I,"Group, Organizational, and Community Dynamics"
SOC WEL 212,Child Development from Infancy to Adolescence in Its Social Context
SOC WEL 220,Introduction to Social Welfare Policy
SOC WEL 222,Mental Health and Social Policy
SOC WEL 226,Social Policy and Gerontology
SOC WEL 230,Social Policy: Children and Families
SOC WEL 232,Social Work and Education Policy
SOC WEL W232,Social Work and Education Policy
SOC WEL 236,International Social Welfare
SOC WEL 238C,Health Policy--A Social Welfare Perspective
SOC WEL 240,"Historical, Philosophical, and Intellectual Foundations of Social Work"
SOC WEL 241,Foundations of Multilevel Practice
SOC WEL 243,Direct Practice in Child and Family Settings
SOC WEL 244,Direct Practice in Mental Health Settings
SOC WEL 245,Direct Practice in Health Settings
SOC WEL 246,Direct Practice in Aging Settings
SOC WEL 250A,Social Work with Groups
SOC WEL 250B,Family Therapy
SOC WEL 250C,Brief Therapy and Crisis Intervention
SOC WEL 250J,Social Work with Latino Populations
SOC WEL 250K,Social Work and Disability
SOC WEL 250L,Human Sexuality
SOC WEL 250M,Death and Dying
SOC WEL 250N,Public Child Welfare Services
SOC WEL 250P,Child Psychopathology: Issues in Assessment and Treatment
SOC WEL 250T,Social Work Practice in School Settings
SOC WEL 250U,Substance Abuse Treatment
SOC WEL 250X,Domestic Violence: Assessment and Intervention
SOC WEL 250Y,International Social Development
SOC WEL 250Z,Cognitive Behavioral Methods
SOC WEL 251,Program Development
SOC WEL 252,Program Implementation
SOC WEL 254,Advocacy Skills for Social Change: Social Welfare Policy Practice
SOC WEL 255,Community Organizing
SOC WEL 257,Financial Management
SOC WEL 260,Forensic Social Work
SOC WEL 265H,Social Work Practice in Integrated Behavioral Health Care
SOC WEL 265M,Motivational Interviewing
SOC WEL 272,Health and Human Services in Mexico
SOC WEL 274,Immigrants and Refugees in the U.S
SOC WEL 275,Diversity-Sensitive and Competent Social Work
SOC WEL 279,Seminar in the History and Philosophy of Social Welfare
SOC WEL 280,Introduction to Social Welfare Research
SOC WEL W280,Introduction to Social Welfare Research
SOC WEL 282A,Seminar in Social Welfare Research
SOC WEL 282B,Seminar in Social Welfare Research
SOC WEL 287,Research Resources and Processes
SOC WEL 289A,Research Methods and Techniques in Social Welfare
SOC WEL 290A,FOUNDATION FIELD INTEGRATION SEMINAR
SOC WEL 290B,Foundation Field Integration Seminar II
SOC WEL 291,Preparing for an Academic Career in Social Work
SOC WEL 292A,ADVANCED FIELD INTEGRATION SEMINAR
SOC WEL 292B,Advanced Field Integration Seminar II
SOC WEL 293,Social Welfare Theory: Policy Implications
SOC WEL 295,Dissertation Seminar
SOC WEL 296,Individual Study for Graduate Students
SOC WEL 298,Group Study for Graduate Students
SOC WEL 299,Individual Research for Graduate Students
SOC WEL 301,Training in Teaching
SOC WEL 375,Teaching in Social Welfare
SOC WEL 401,Field Practicum
SOC WEL 403,Training in Research
SOC WEL 410A,Foundation Field Practicum
SOC WEL 410B,Foundation Field Practicum
SOC WEL 412A,Advanced Field Practicum
SOC WEL 412B,Advanced Field Practicum
SOCIOL 1,Introduction to Sociology
SOCIOL N1H,Introduction to Sociology for Pre-Health Majors
SOCIOL R1B,Sociological Reading & Composition
SOCIOL 3AC,Principles of Sociology: American Cultures
SOCIOL 5,Evaluation of Evidence
SOCIOL 7,The Power of Numbers: Quantitative Data in Social Sciences
SOCIOL 98,Directed Group Study
SOCIOL 98BC,Berkeley Connect
SOCIOL 101,Sociological Theory I
SOCIOL 102,Sociological Theory II
SOCIOL 103,Advanced Study in Social Theory
SOCIOL 105,Research Design and Sociological Methods
SOCIOL 106,Quantitative Sociological Methods
SOCIOL 107,Participant-Observation
SOCIOL 108,Advanced Methods: In-depth Interviewing
SOCIOL 110,Organizations and Social Institutions
SOCIOL 111,Sociology of the Family
SOCIOL 111AC,Sociology of the Family
SOCIOL 111C,Sociology of Childhood
SOCIOL 111P,"Families, Inequality and Social Policy"
SOCIOL 112,Sociology of Religion
SOCIOL 113,Sociology of Education
SOCIOL 113AC,Sociology of Education
SOCIOL 114,Sociology of Law
SOCIOL 115B,"Biology, Genetics and Society"
SOCIOL C115,Sociology of Health and Medicine
SOCIOL 115G,Global Health and Social Justice
SOCIOL 116,Sociology of Work
SOCIOL 117,Sport As a Social Institution
SOCIOL 119S,Organizational Strategy and Design: A Sociological Perspective
SOCIOL 120,Economy and Society
SOCIOL 121,Innovation and Entrepreneurship: Social and Cultural Context
SOCIOL 124,Sociology of Poverty
SOCIOL C126,"Sex, Death, and Data"
SOCIOL 127,Development and Globalization
SOCIOL 130,Social Inequalities
SOCIOL 130AC,Social Inequalities: American Cultures
SOCIOL 131,Race and Ethnic Relations: The United States Experience
SOCIOL 131AC,Race and Ethnic Relations: U.S. American Cultures
SOCIOL 131F,Four Centuries of Racial Vision and Division in the U.S.
SOCIOL 133,Sociology of Gender
SOCIOL 135,Sexual Cultures
SOCIOL 136,Urban Sociology
SOCIOL 137AC,"Environmental Justice: Race, Class, Equity, and the Environment"
SOCIOL 139,Selected Topics in Social Inequality
SOCIOL 139F,Selected Topics in Social Inequality: Social Problems of the Food Industry
SOCIOL 140,Politics and Social Change
SOCIOL 141,Social Movements and Political Action
SOCIOL 142,Sociology of War and Conflict
SOCIOL 144,Ethnic Politics
SOCIOL 145,Social Change
SOCIOL 145AC,Social Change: American Cultures
SOCIOL 145L,Social Change in Latin America
SOCIOL 146,Contemporary Immigration in Global Perspective
SOCIOL 146AC,Contemporary Immigration in Global Perspective
SOCIOL 148,Social Policy
SOCIOL 150,Social Psychology
SOCIOL 151,Personality and Social Structure
SOCIOL 152,Deviance and Social Control
SOCIOL 160,Sociology of Culture
SOCIOL 163,Popular Culture
SOCIOL 165,Social Networks
SOCIOL 166,Society and Technology
SOCIOL 167,Virtual Communities/Social Media
SOCIOL C167,Virtual Communities/Social Media
SOCIOL 169,Selected Topics in Sociology of Culture
SOCIOL 169C,Cross-Cultural Communications
SOCIOL 169F,Cultural Perspectives of Food
SOCIOL 173,Contemporary Chinese Society
SOCIOL 179,Selected Topics in Area Studies
SOCIOL 180C,Comparative Perspectives on U.S. and European Societies: Culture
SOCIOL 180E,Comparative Perspectives on U.S. and European Societies: Education
SOCIOL 180I,Comparative Perspectives on U.S. and European Societies: Inequality
SOCIOL 180P,Comparative Perspectives on U.S. and European Societies: Political Economy
SOCIOL 182,Elementary Forms of Racial Domination: International Perspectives
SOCIOL C184,Family and Household in Comparative Perspective
SOCIOL 185,Global Sociology
SOCIOL 186,American Society
SOCIOL 189,Selected Topics in Comparative Perspectives
SOCIOL C189,Dutch Culture and Society: Amsterdam and Berkeley in the Sixties
SOCIOL 189G,Comparative Perspectives in Sociology: The Global Elite
SOCIOL 190,Seminar and Research in Sociology
SOCIOL 190AC,Seminar and Research in Sociology: American Cultures
SOCIOL H190A,Senior Honors Thesis and Seminar
SOCIOL H190B,Senior Honors Thesis and Seminar
SOCIOL 193,Sociological Writing and Analysis
SOCIOL 194,Writing Research
SOCIOL C196A,UCDC Core Seminar
SOCIOL C196B,UCDC Internship
SOCIOL C196W,Special Field Research
SOCIOL 197,Field Study in Sociology
SOCIOL 198,Directed Group Study for Undergraduates
SOCIOL 198BC,Directed Group Study for Undergraduates--Berkeley Connect
SOCIOL 199,Supervised Independent Study and Research
SOCIOL 200,Proseminar
SOCIOL 201A,Classical Social Theory
SOCIOL 201B,Modern Social Theory
SOCIOL 202A,Advanced Study in Sociology Theory: Classical Sociological Theory
SOCIOL 202B,Advanced Study in Sociology Theory: Contemporary Sociological Theory
SOCIOL 202C,Advanced Study in Sociology Theory: Systematic Sociological Theory
SOCIOL 205A,Supervised Preparatory Course Work: Law
SOCIOL 205B,Supervised Preparatory Course Work: Race and Ethnic Relations
SOCIOL 205C,Supervised Preparatory Course Work: Political Sociology
SOCIOL 205D,Supervised Preparatory Course Work: Organizations
SOCIOL 205E,Supervised Preparatory Course Work: Industrial Sociology
SOCIOL 205F,Supervised Preparatory Course Work: Family
SOCIOL 205G,Supervised Preparatory Course Work: Social Stratification and Class Analysis
SOCIOL 205H,Supervised Preparatory Course Work: Development
SOCIOL 205I,Supervised Preparatory Course Work: Religion
SOCIOL 205J,Supervised Preparatory Course Work: Urban Sociology
SOCIOL 205K,Supervised Preparatory Course Work: Social Psychology
SOCIOL 205L,Supervised Preparatory Course Work: Gender
SOCIOL 205M,Supervised Preparatory Course Work: Culture
SOCIOL 205N,Supervised Preparatory Course Work: Education
SOCIOL 205O,Supervised Preparatory Course Work: Health and Medicine
SOCIOL 205P,Supervised Preparatory Course Work: Area Studies
SOCIOL 205Q,Supervised Preparatory Course Work: Economy and Society
SOCIOL 205R,Supervised Preparatory Course Work: Professions
SOCIOL 205S,Supervised Preparatory Course Work: Social Movements
SOCIOL 205T,Supervised Preparatory Course Work: Theory
SOCIOL 205U,Supervised Preparatory Course Work: Society and Environment
SOCIOL 205V,Supervised Preparatory Course Work: Society and Technology
SOCIOL 271A,Methods of Sociological Research
SOCIOL 271B,Methods of Sociological Research
SOCIOL 271C,Methods of Sociological Research
SOCIOL C271D,Quantitative/Statistical Research Methods in Social Sciences
SOCIOL 273A,Advanced Seminars in Research Methods: Agent-Based Modeling-Practical Implementation and Epistemological Reflections
SOCIOL 273C,Advanced Seminars in Research Methods: Comparative and Historical Research
SOCIOL 273D,Advanced Seminars in Research Methods: Quantitative/Statistical Research
SOCIOL 273E,Advanced Seminars in Research Methods: Participant Observation
SOCIOL 273F,Advanced Seminars in Research Methods: Interview Methods
SOCIOL 273I,Advanced Seminars in Research Methods: Experimental Methods
SOCIOL 275,Research Design
SOCIOL 280A,Advanced Study in Substantive Sociological Fields: Law
SOCIOL 280AA,Advanced Study in Substantive Sociological Fields: Sociology of Poverty
SOCIOL 280B,Advanced Study in Substantive Sociological Fields: Race and Ethnic Relations
SOCIOL 280C,Advanced Study in Substantive Sociological Fields: Political Sociology
SOCIOL 280D,Advanced Study in Substantive Sociological Fields: Organizations
SOCIOL 280E,Advanced Study in Substantive Sociological Fields: Sociology of Work
SOCIOL 280F,Advanced Study in Substantive Sociological Fields: Family
SOCIOL 280G,Advanced Study in Substantive Sociological Fields: Social Stratification and Class Analysis
SOCIOL 280H,Advanced Study in Substantive Sociological Fields: Development
SOCIOL 280I,Advanced Study in Substantive Sociological Fields: Religion
SOCIOL 280J,Advanced Study in Substantive Sociological Fields: Urban Sociology
